1.66893e-06 , -0.017 ,  -122.06, Person111 ,  35.8815 ,  201.118 ,  491.694 ,  70.7287 , 496.813 , Person113 , 184.245 , 52.7552 , 48.3998 , -70.1199 , 84.9084 , 465.132
0.0467684 , -0.017 ,  -116.06, Person111 ,  35.8806 ,  195.119 ,  491.694 ,  70.7287 , 496.813 , Person113 , 184.244 , 46.7561 , 48.3998 , -70.1199 , 84.9084 , 465.132
0.0998199 , -0.017 ,  -116.06, Person111 ,  36.0415 ,  194.958 ,  491.309 ,  70.5744 , 496.41 , Person113 , 184.139 , 46.8609 , 48.3911 , -70.0149 , 84.8173 , 464.695
0.152406 , -0.017 ,  -116.06, Person111 ,  36.0415 ,  194.958 ,  491.309 ,  70.5744 , 496.41 , Person113 , 184.139 , 46.8609 , 48.3911 , -70.0149 , 84.8173 , 464.695
0.193589 , -0.017 ,  -116.06, Person111 ,  35.7596 ,  195.24 ,  490.965 ,  70.8622 , 496.111 , Person113 , 184.054 , 46.9464 , 48.3758 , -69.9292 , 84.7382 , 464.443
0.248446 , -0.017 ,  -116.06, Person111 ,  35.7596 ,  195.24 ,  490.965 ,  70.8622 , 496.111 , Person113 , 184.054 , 46.9464 , 48.3758 , -69.9292 , 84.7382 , 464.443
0.298103 , -0.017 ,  -116.06, Person111 ,  29.5986 ,  195.401 ,  490.637 ,  71.0288 , 495.81 , Person113 , 178.024 , 46.9762 , 48.3706 , -69.8994 , 84.7106 , 464.177
0.34533 , -0.017 ,  -116.06, Person111 ,  35.5986 ,  195.401 ,  490.637 ,  71.0288 , 495.81 , Person113 , 184.024 , 46.9762 , 48.3706 , -69.8994 , 84.7106 , 464.177
0.404988 , -0.017 ,  -116.06, Person111 ,  35.894 ,  195.106 ,  490.565 ,  70.7345 , 495.697 , Person113 , 184.146 , 46.8536 , 48.4505 , -70.0233 , 84.8581 , 463.981
0.452833 , -0.017 ,  -116.06, Person111 ,  36.093 ,  194.907 ,  490.47 ,  70.5372 , 495.574 , Person113 , 184.022 , 46.9778 , 48.5164 , -69.9002 , 84.7946 , 463.73
0.506931 , -0.017 ,  -116.06, Person111 ,  36.1358 ,  194.864 ,  490.484 ,  70.4941 , 495.582 , Person113 , 183.991 , 47.0095 , 48.5775 , -69.8695 , 84.8045 , 463.663
0.547709 , -0.017 ,  -116.06, Person111 ,  36.3016 ,  194.698 ,  490.415 ,  70.3295 , 495.49 , Person113 , 183.881 , 47.119 , 48.6429 , -69.7611 , 84.7532 , 463.452
0.605871 , -0.017 ,  -122.06, Person111 ,  36.1907 ,  200.809 ,  490.5 ,  70.4398 , 495.59 , Person113 , 183.684 , 53.3163 , 48.6876 , -69.5637 , 84.6173 , 463.464
0.659863 , -0.017 ,  -116.06, Person111 ,  36.1899 ,  194.81 ,  490.5 ,  70.4398 , 495.59 , Person113 , 183.683 , 47.3172 , 48.6876 , -69.5637 , 84.6173 , 463.464
0.701382 , -0.017 ,  -116.06, Person111 ,  30.3917 ,  194.608 ,  490.263 ,  70.2419 , 495.327 , Person113 , 177.331 , 47.6687 , 48.7861 , -69.2138 , 84.3883 , 462.979
0.753063 , -0.017 ,  -116.06, Person111 ,  36.5376 ,  194.462 ,  490.061 ,  70.0994 , 495.107 , Person113 , 183.091 , 47.9087 , 48.8998 , -68.9756 , 84.2601 , 462.564
0.811372 , -0.017 ,  -116.06, Person111 ,  36.877 ,  194.123 ,  489.904 ,  69.7626 , 494.904 , Person113 , 183.241 , 47.7592 , 49.2333 , -69.1308 , 84.5802 , 462.041
0.857503 , -0.017 ,  -116.06, Person111 ,  36.965 ,  194.035 ,  489.673 ,  69.6786 , 494.663 , Person113 , 183.085 , 47.9151 , 49.3209 , -68.9764 , 84.5058 , 461.666
0.899136 , -0.017 ,  -116.06, Person111 ,  36.965 ,  194.035 ,  489.673 ,  69.6786 , 494.663 , Person113 , 183.085 , 47.9151 , 49.3209 , -68.9764 , 84.5058 , 461.666
0.958256 , -0.017 ,  -116.06, Person111 ,  31.8862 ,  193.114 ,  488.36 ,  68.7795 , 493.237 , Person113 , 176.884 , 48.1157 , 49.5757 , -68.7801 , 84.4958 , 459.842
