1.90735e-06 , 33.3735 , 197.626 , 502.303 , 183.145 , 47.8553 , 89.0222 , 463.28
0.0515296 , 27.4203 , 197.58 , 502.465 , 177.252 , 47.748 , 88.8336 , 463.392
0.101705 , 33.3527 , 197.647 , 502.523 , 183.228 , 47.7721 , 88.8191 , 463.446
0.149302 , 27.3527 , 197.647 , 502.523 , 177.228 , 47.7721 , 88.8191 , 463.446
0.197422 , 33.2543 , 203.746 , 502.554 , 183.139 , 53.8609 , 88.7694 , 463.436
0.249088 , 33.2534 , 197.747 , 502.554 , 183.138 , 47.8617 , 88.7694 , 463.436
0.297555 , 27.1818 , 203.818 , 502.58 , 177.615 , 53.3849 , 89.0772 , 463.71
0.347809 , 33.1809 , 197.819 , 502.58 , 183.614 , 47.3857 , 89.0772 , 463.71
0.400437 , 33.4355 , 203.565 , 502.706 , 183.359 , 53.6409 , 88.9559 , 463.595
0.448529 , 33.4355 , 203.565 , 502.706 , 183.359 , 53.6409 , 88.9559 , 463.595
0.497308 , 33.9712 , 197.029 , 502.551 , 183.59 , 47.4097 , 89.0771 , 463.515
0.551911 , 34.1876 , 196.812 , 502.43 , 183.93 , 47.0697 , 89.2697 , 463.573
0.600553 , 34.2278 , 196.772 , 502.493 , 183.556 , 47.4441 , 88.9785 , 463.512
0.654606 , 34.5358 , 196.464 , 502.217 , 183.227 , 47.7728 , 88.7368 , 463.074
0.700381 , 34.9333 , 196.067 , 501.8 , 182.96 , 48.0397 , 88.6259 , 462.386
0.748922 , 35.1711 , 195.829 , 501.375 , 183.225 , 47.7752 , 89.1282 , 461.583
0.7964 , 35.4062 , 195.594 , 500.769 , 183.026 , 47.9741 , 89.0177 , 460.839
0.856478 , 29.7256 , 195.274 , 500.146 , 176.905 , 48.0948 , 88.9881 , 460.058
0.903347 , 35.7865 , 195.213 , 499.522 , 182.785 , 48.2153 , 88.9664 , 459.309
0.951631 , 29.8378 , 195.162 , 498.902 , 176.695 , 48.3046 , 88.9569 , 458.593
1.00575 , 36.2773 , 194.723 , 497.962 , 182.611 , 48.3886 , 88.9745 , 457.473
1.0474 , 36.5367 , 194.463 , 497.15 , 182.589 , 48.411 , 89.0516 , 456.507
1.09775 , 36.6715 , 200.328 , 496.291 , 182.588 , 54.4116 , 89.183 , 455.467
1.15325 , 36.6707 , 194.329 , 496.291 , 182.588 , 48.4125 , 89.183 , 455.467
1.20187 , 36.6707 , 194.329 , 496.291 , 182.588 , 48.4125 , 89.183 , 455.467
1.24754 , 36.6707 , 194.329 , 496.291 , 182.588 , 48.4125 , 89.183 , 455.467
1.30051 , 36.6707 , 194.329 , 496.291 , 182.588 , 48.4125 , 89.183 , 455.467
1.35899 , 37.9887 , 193.011 , 491.644 , 182.657 , 48.3433 , 89.5953 , 450.291
1.41159 , 31.9582 , 193.042 , 490.613 , 176.657 , 48.3433 , 89.5953 , 449.308
1.45649 , 32.0444 , 192.956 , 488.618 , 176.657 , 48.3433 , 89.5953 , 447.381
1.51271 , 32.0046 , 192.995 , 487.874 , 176.657 , 48.3433 , 89.5953 , 446.675
1.55258 , 38.0099 , 198.99 , 487.001 , 182.658 , 54.3424 , 89.5953 , 445.837
1.61016 , 38.0358 , 192.964 , 486.104 , 184.068 , 46.9324 , 106.37 , 424.65
1.65135 , 38.0358 , 192.964 , 486.104 , 184.068 , 46.9324 , 106.37 , 424.65
1.71514 , 37.9333 , 199.067 , 483.931 , 182.337 , 54.6635 , 109.418 , 417.007
1.75566 , 37.9324 , 193.068 , 483.931 , 182.336 , 48.6644 , 109.418 , 417.007
1.80118 , 37.7262 , 193.274 , 481.416 , 182.028 , 48.9722 , 113.52 , 409.533
1.86265 , 37.5381 , 199.462 , 479.836 , 181.905 , 55.0953 , 115.605 , 405.549
1.89991 , 37.4378 , 193.562 , 478.109 , 181.892 , 49.1079 , 117.807 , 401.419
1.96613 , 37.4378 , 193.562 , 478.109 , 181.892 , 49.1079 , 117.807 , 401.419
2.00634 , 37.3029 , 199.697 , 474.202 , 181.925 , 55.0752 , 121.75 , 393.371
2.05439 , 37.3029 , 199.697 , 474.202 , 181.925 , 55.0752 , 121.75 , 393.371
2.11079 , 38.2949 , 198.705 , 473.089 , 181.875 , 55.1247 , 123.393 , 390.243
2.15232 , 32.3049 , 198.695 , 468.052 , 175.484 , 55.516 , 126.184 , 382.066
2.22148 , 32.3049 , 198.695 , 468.052 , 175.484 , 55.516 , 126.184 , 382.066
2.25664 , 37.3596 , 199.64 , 462.158 , 180.944 , 56.0559 , 128.713 , 373.508
